_id,has_wifi,public_name,address,lat,lon
131,Y,Barbara Frum Community Centre,20 COVINGTON RD,43.67009146,-79.29849731
132,Y,Beaches Public Library,2161 QUEEN ST E,43.75108241,-79.2440273
133,Y,Bendale Public Library,1515 DANFORTH RD,43.7209713,-79.51253119
134,Y,Black Creek Public Library,1700 WILSON AVE,43.6599223,-79.43401849
135,Y,Bloor Gladstone Public Library,1101 BLOOR ST W,43.64743336,-79.514311
136,Y,Brentwood Public Library,36 BRENTWOOD RD N,43.79855481,-79.31836745
137,Y,Bridlewood Public Library,2900 WARDEN AVE,43.75954992,-79.32590438
138,Y,Brookbanks Public Library,210 BROOKBANKS DR,43.75755735,-79.22396843
139,Y,Cedarbrae Public Library,545 MARKHAM RD,43.77304673,-79.44959349
140,Y,Centennial Public Library,578 FINCH AVE W,43.65282214,-79.38362506
141,Y,City Hall Public Library,100 QUEEN ST W,43.72527318,-79.23078016
142,Y,Cliffcrest Public Library,3017 KINGSTON RD,43.65521044,-79.42015986
143,Y,College Shaw Public Library,766 COLLEGE ST,43.68364498,-79.32135616
144,Y,Danforth/Coxwell Public Library,1675 DANFORTH AVE,43.67457869,-79.42842124
145,Y,Davenport Public Library,1246 SHAW ST,43.70121089,-79.29723304
146,Y,Dawes Road Public Library,416 DAWES RD,43.68866835,-79.39249675
147,Y,Deer Park Public Library,40 ST CLAIR AVE E,43.73661958,-79.34747554
148,Y,Don Mills Library,888 LAWRENCE AVE E,43.7289416,-79.48206299
149,Y,Downsview Public Library,2793 KEELE ST,43.67700529,-79.4424027
150,Y,Dufferin St. Clair Public Library,1625 DUFFERIN ST,43.6461396,-79.55933826
151,Y,Eatonville Public Library,430 BURNHAMTHORPE RD,43.72301277,-79.30082595
152,Y,Eglinton Square Public Library,1 EGLINTON SQ,43.65993281,-79.58391695
153,Y,Elmbrook Park,2 ELMBROOK CRES,43.68633245,-79.4723666
154,Y,Evelyn Gregory Public Library,120 TROWELL AVE,43.77911024,-79.34678218
155,Y,Fairview Public Library,35 FAIRVIEW MALL DR,43.71794068,-79.33168736
156,Y,Dennis R. Timbrell Resource Centre,29 ST DENNIS DR,43.70223019,-79.42080223
157,Y,Forest Hill Public Library,700 EGLINTON AVE W,43.63931185,-79.40032554
158,Y,Fort York Public Library,190 FORT YORK BLVD,43.67248953,-79.32212132
159,Y,Gerrard Ashdale Public Library,1432 GERRARD ST E,43.8240887,-79.27819456
160,Y,Goldhawk Park Library,295 ALTON TOWERS CRCL,43.74685159,-79.19937374
161,Y,Guildwood Public Library,123 GUILDWOOD PKWY,43.64513485,-79.44896294
162,Y,High Park Public Library,228 RONCESVALLES AVE,43.79006926,-79.17523782
163,Y,Highland Creek Public Library,3550 ELLESMERE RD,43.79711717,-79.36901583
164,Y,Hillcrest Public Library,5801 LESLIE ST,43.63032402,-79.49125267
165,Y,Humber Bay Public Library,200 PARK LAWN RD,43.75903803,-79.57159929
166,Y,Whitfield Parkette,2990 ISLINGTON AVE,43.72888586,-79.61918188
167,Y,Humberwood Public Library,850 HUMBERWOOD BLVD,43.66547319,-79.49147031
168,Y,Jane/Dundas Public Library,620 JANE ST,43.7399604,-79.5100357
169,Y,Jane/Sheppard Public Library,1906 SHEPPARD AVE W,43.66595478,-79.33454716
170,Y,Jones Public Library,118 JONES AVE,43.73226269,-79.27036365
171,Y,Kennedy Eglinton Public Library,2380 EGLINTON AVE E,43.70646083,-79.36755981
172,Y,Leaside Public Public Library,165 MCRAE DR,43.6579264,-79.39838562
173,Y,Lillian H. Smith Public Library,239 COLLEGE ST,43.72489486,-79.40173185
174,Y,Locke Public Library,3083 YONGE ST,43.59531436,-79.53132546
175,Y,Long Branch Public Library,3500 LAKE SHORE BLVD W,43.68337184,-79.29947049
176,Y,Main Street Public Library,137 MAIN ST,43.80856771,-79.21638623
177,Y,Malvern Recreation Centre,30 SEWELLS RD,43.69603932,-79.44724966
178,Y,Maria A. Shchuka Public Library,1745 EGLINTON AVE W,43.75709575,-79.31241063
179,Y,Parkway Mall,85 ELLESMERE RD,43.74791092,-79.28109093
180,Y,McGregor Park Public Library,2219 LAWRENCE AVE E,43.61480162,-79.49374505
181,Y,Mimico Public Library,47 STATION RD,43.76986204,-79.17844703
182,Y,Morningside Public Library,4279 LAWRENCE AVE E,43.6866398,-79.48822468
183,Y,Mount Dennis Public Library,1123 WESTON RD,43.70396651,-79.38804485
184,Y,Mount Pleasant Public Library,599 MOUNT PLEASANT RD,43.5992449,-79.50973335
185,Y,New Toronto Public Library,110 ELEVENTH ST,43.76820426,-79.41410041
186,Y,North York Central Public Library,5120 YONGE ST,43.70827849,-79.40006729
187,Y,Northern District Public Library,40 ORCHARD VIEW BLVD,43.71138367,-79.56524418
188,Y,Northern Elms Public Library,123 REXDALE BLVD,43.68658379,-79.43815536
189,Y,Oakwood Village Public Library,341 OAKWOOD AVE,43.6651023,-79.41418793
190,Y,Palmerston Public Library,560 PALMERSTON AVE,43.67864087,-79.34444282
191,Y,Pape/Danforth Public Library,701 PAPE AVE,43.64115089,-79.43265066
192,Y,Parkdale Public Library,1303 QUEEN ST W,43.66183832,-79.36795791
193,Y,Parliament Street Public Library,269 GERRARD ST E,43.66503386,-79.45383688
194,Y,Perth/Dupont Public Library,1589 DUPONT ST,43.78756168,-79.33544478
195,Y,Pleasant View Public Library,575 VAN HORNE AVE,43.77966459,-79.14029125
196,Y,Port Union Library,5450 LAWRENCE AVE E,43.65919554,-79.34757962
197,Y,Queen/Saulter Public Library,765 QUEEN ST E,43.72616079,-79.57319998
198,Y,Rexdale Public Library,2243 KIPLING AVE,43.68343314,-79.54112538
199,Y,Richview Public Library,1806 ISLINGTON AVE,43.66581483,-79.35318018
200,Y,Riverdale Public Library,370 BROADVIEW AVE,43.65191032,-79.47391221
201,Y,Runnymede Public Library,2178 BLOOR ST W,43.69213829,-79.32971338
202,Y,S. Walter Stewart Public Library,170 MEMORIAL PARK AVE,43.65190388,-79.40556231
203,Y,Sanderson Public Library,327 BATHURST ST,43.77248467,-79.2569156
204,Y,Scarborough Civic Centre Public Library,156 BOROUGH DR,43.66767784,-79.40466938
205,Y,Spadina Road Public Library,10 SPADINA RD,43.67434687,-79.46067201
206,Y,St. Clair/Silverthorn Public Library,1748 ST CLAIR AVE W,43.66779685,-79.3744794
207,Y,Wellesley Community Centre,495 SHERBOURNE ST,43.64997492,-79.36846981
208,Y,St. Lawrence Public Library,171 FRONT ST E,43.81576243,-79.3222861
209,Y,Steeles Public Library,375 BAMBURGH CRCL,43.64765837,-79.4778817
210,Y,Swansea Memorial Public Library,95 LAVINIA AVE,43.68783929,-79.2713062
211,Y,Taylor Memorial Public Library,1440 KINGSTON RD,43.70294741,-79.34273683
212,Y,Thorncliffe Public Library,48 THORNCLIFFE PARK DR,43.69178398,-79.34927045
213,Y,Todmorden Room Public Library,1081 1/2 PAPE AVE,43.67188752,-79.38667321
214,Y,Toronto Reference Public Library,789 YONGE ST,43.73597132,-79.31289283
215,Y,Victoria Village Public Library,184 SLOANE AVE,43.70182041,-79.5205849
216,Y,Weston Public Library,2 KING ST,43.80922934,-79.26931529
217,Y,Woodside Square Public Library,1571 SANDHURST CRCL,43.73948734,-79.53831101
218,Y,Woodview Park Public Library,16 BRADSTOCK RD,43.68208971,-79.41757966
219,Y,Wychwood Public Library,1431 BATHURST ST,43.75896488,-79.50735919
220,Y,York Woods Public Library,1785 FINCH AVE W,43.67195294,-79.38867265
221,Y,Yorkville Public Library,22 YORKVILLE AVE,43.77742531,-79.21084706
222,Y,Curran Hall Community Centre,277 ORTON PARK RD,43.67747114,-79.51085677
223,Y,Edenbridge Centre,235 EDENBRIDGE DR,43.76911221,-79.37497093
224,Y,Ethennonnhawahstihnen' Community Recreation Centre and Library,1001 SHEPPARD AVE E,43.65019408,-79.37215718
225,Y,St. Lawrence Hall,157 KING ST E,43.64918984,-79.37149694
226,Y,St. Lawrence Market,92-95 FRONT ST E,43.79090919,-79.19428317
228,Y,Toronto Pan Am Sports Centre,875 MORNINGSIDE AVE,43.68771524,-79.481935
229,Y,York Recreation Centre,115 Black Creek Dr,43.65216215,-79.40477268
230,Y,Scadding Court Community Centre,707 Dundas St. W,43.77554036,-79.23511109
231,Y,Centennial Recreation Centre - Scarborough,1967 Ellesmere Rd,43.65745573,-79.58693203
232,Y,Centennial Park Ski Chalet,256 Centennial Park Rd,43.74283594,-79.36954077
233,Y,Banbury Community Centre,120 Banbury Rd,43.60630853,-79.52675967
234,Y,Horner Avenue Seniors Centre,320 Horner Ave,43.72903607,-79.6192838
235,Y,Humberwood Community Centre,850 Humberwood Blvd.,43.79849669,-79.15219453
236,Y,Tall Pines Community Centre,64 Rylander Blvd,43.68390342,-79.47281681
237,Y,Keele Community Hub,1652 Keele St,43.71424203,-79.51954058
238,Y,Pelmo Park Community Centre,171 Pellatt Avenue,43.64603578,-79.38881291
239,Y,Metro Hall and David Pecaut Square,55 John St,43.67583125,-79.34805007
240,Y,Withrow Park & Clubhouse,"725 Logan Ave, Toronto, ON",,
